attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
"43,301']",Arizona Diamondbacks,2,15,11,https://www.baseball-reference.com/boxes/SLN/SLN201605200.shtml,"Friday, May 20, 2016",,: 3:46,"Night Game, on grass",St. Louis Cardinals,1,11,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mike Muchlinski, 1B - Mike Winters, 2B - Mark Wegner, 3B - Marty Foster.</div><div><strong>Time of Game:</strong> 3:46.</div>
<div><strong>Attendance:</strong> 43,301.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 69&deg; F, Wind 7mph in from Centerfield.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: Busch Stadium III
"41,750']",Chicago Cubs,0,11,8,https://www.baseball-reference.com/boxes/SFN/SFN201605200.shtml,"Friday, May 20, 2016",,: 3:11,"Night Game, on grass",San Francisco Giants,0,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jordan Baker, 1B - Greg Gibson, 2B - Ed Hickox, 3B - Dana DeMuth.</div><div><strong>Time of Game:</strong> 3:11.</div>
<div><strong>Attendance:</strong> 41,750.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 57&deg; F, Wind 20mph out to Centerfield.</div>

    </div>

-->",Start Time: 7:16 p.m. Local,: AT&T Park
"31,836']",Los Angeles Dodgers,0,11,6,https://www.baseball-reference.com/boxes/SDN/SDN201605200.shtml,"Friday, May 20, 2016",,: 3:25,"Night Game, on grass",San Diego Padres,0,7,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Alfonso Marquez, 1B - Chris Guccione, 2B - David Rackley, 3B - Larry Vanover.</div><div><strong>Time of Game:</strong> 3:25.</div>
<div><strong>Attendance:</strong> 31,836.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 11mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 7:42 p.m. Local,: Petco Park
"23,428']",Colorado Rockies,1,12,1,https://www.baseball-reference.com/boxes/PIT/PIT201605200.shtml,"Friday, May 20, 2016",,: 2:33,"Night Game, on grass",Pittsburgh Pirates,0,8,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Cory Blaser, 1B - Doug Eddings, 2B - Jeff Nelson, 3B - Ben May.</div><div><strong>Time of Game:</strong> 2:33.</div>
<div><strong>Attendance:</strong> 23,428.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 71&deg; F, Wind 1mph in unknown direction, Sunny.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: PNC Park
"26,417']",San Francisco Giants,0,9,3,https://www.baseball-reference.com/boxes/SDN/SDN201605190.shtml,"Thursday, May 19, 2016",,: 2:56,"Night Game, on grass",San Diego Padres,1,4,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Lance Barrett, 1B - John Tumpane, 2B - Dale Scott, 3B - Bob Davidson.</div><div><strong>Time of Game:</strong> 2:56.</div>
<div><strong>Attendance:</strong> 26,417.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 69&deg; F, Wind 9mph from Left to Right, Cloudy.</div>

    </div>

-->",Start Time: 6:11 p.m. Local,: Petco Park
"23,074']",Atlanta Braves,0,7,2,https://www.baseball-reference.com/boxes/PIT/PIT201605190.shtml,"Thursday, May 19, 2016",,: 2:56,"Night Game, on grass",Pittsburgh Pirates,0,11,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Chris Conroy, 1B - Jerry Meals, 2B - Ron Kulpa, 3B - Paul Nauert.</div><div><strong>Time of Game:</strong> 2:56.</div>
<div><strong>Attendance:</strong> 23,074.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 5mph in from Centerfield, Cloudy.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: PNC Park
"17,456']",New York Yankees,0,10,4,https://www.baseball-reference.com/boxes/OAK/OAK201605190.shtml,"Thursday, May 19, 2016",,: 2:39,"Night Game, on grass",Oakland Athletics,1,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Todd Tichenor, 1B - Bill Miller, 2B - Pat Hoberg, 3B - Brian Knight.</div><div><strong>Time of Game:</strong> 2:39.</div>
<div><strong>Attendance:</strong> 17,456.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 61&deg; F, Wind 13mph out to Rightfield, Overcast.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Oakland-Alameda County Coliseum
"39,494']",Washington Nationals,0,11,9,https://www.baseball-reference.com/boxes/NYN/NYN201605190.shtml,"Thursday, May 19, 2016",,: 3:12,"Night Game, on grass",New York Mets,1,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - James Hoye, 1B - Chad Fairchild, 2B - Jim Joyce, 3B - Marvin Hudson.</div><div><strong>Time of Game:</strong> 3:12.</div>
<div><strong>Attendance:</strong> 39,494.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 14mph out to Leftfield, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Citi Field
"25,435']",Toronto Blue Jays,1,9,3,https://www.baseball-reference.com/boxes/MIN/MIN201605190.shtml,"Thursday, May 19, 2016",,: 3:07,"Night Game, on grass",Minnesota Twins,0,4,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Joe West, 1B - Andy Fletcher, 2B - Toby Basner, 3B - Mark Ripperger.</div><div><strong>Time of Game:</strong> 3:07.</div>
<div><strong>Attendance:</strong> 25,435.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 11mph from Right to Left, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Target Field
"38,781']",Chicago Cubs,1,6,3,https://www.baseball-reference.com/boxes/MIL/MIL201605190.shtml,"Thursday, May 19, 2016",,: 2:58,"Day Game, on grass",Milwaukee Brewers,0,8,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Larry Vanover, 1B - Alfonso Marquez, 2B - Chris Guccione, 3B - David Rackley.</div><div><strong>Time of Game:</strong> 2:58.</div>
<div><strong>Attendance:</strong> 38,781.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 70&deg; F, Wind 9mph out to Centerfield, Sunny.</div>

    </div>

-->",Start Time: 12:42 p.m. Local,: Miller Park
"21,173']",Cleveland Indians,1,10,7,https://www.baseball-reference.com/boxes/CIN/CIN201605190.shtml,"Thursday, May 19, 2016",,: 2:48,"Night Game, on grass",Cincinnati Reds,2,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ryan Blakney, 1B - Paul Emmel, 2B - Mike Everitt, 3B - Tim Timmons.</div><div><strong>Time of Game:</strong> 2:48.</div>
<div><strong>Attendance:</strong> 21,173.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 70&deg; F, Wind 5mph in from Centerfield, Sunny.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Great American Ball Park
"20,096']",Houston Astros,0,4,1,https://www.baseball-reference.com/boxes/CHA/CHA201605190.shtml,"Thursday, May 19, 2016",,: 2:11,"Night Game, on grass",Chicago White Sox,0,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Adam Hamari, 1B - Tom Hallion, 2B - Tony Randazzo, 3B - Dan Bellino.</div><div><strong>Time of Game:</strong> 2:11.</div>
<div><strong>Attendance:</strong> 20,096.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 66&deg; F, Wind 8mph from Left to Right, Sunny.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: U.S. Cellular Field
"35,012']",Seattle Mariners,0,9,7,https://www.baseball-reference.com/boxes/BAL/BAL201605190.shtml,"Thursday, May 19, 2016",,: 3:01,"Day Game, on grass",Baltimore Orioles,1,6,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Carlos Torres, 1B - Sam Holbrook, 2B - Gerry Davis, 3B - Rob Drake.</div><div><strong>Time of Game:</strong> 3:01.</div>
<div><strong>Attendance:</strong> 35,012.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 2mph from Right to Left.</div>

    </div>

-->",Start Time: 12:38 p.m. Local,: Oriole Park at Camden Yards
"45,007']",Los Angeles Dodgers,0,6,4,https://www.baseball-reference.com/boxes/ANA/ANA201605190.shtml,"Thursday, May 19, 2016",,: 3:06,"Night Game, on grass",Los Angeles Angels of Anaheim,0,11,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mike Estabrook, 1B - Jordan Baker, 2B - Greg Gibson, 3B - Ed Hickox.</div><div><strong>Time of Game:</strong> 3:06.</div>
<div><strong>Attendance:</strong> 45,007.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 66&deg; F, Wind 9mph from Right to Left, Overcast.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Angel Stadium of Anaheim
"29,078']",Tampa Bay Rays,0,10,6,https://www.baseball-reference.com/boxes/TOR/TOR201605180.shtml,"Wednesday, May 18, 2016",,: 2:48,"Night Game, on turf",Toronto Blue Jays,1,4,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Marty Foster, 1B - Mike Muchlinski, 2B - Mike Winters, 3B - Mark Wegner.</div><div><strong>Time of Game:</strong> 2:48.</div>
<div><strong>Attendance:</strong> 29,078.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 7:08 p.m. Local,: Rogers Centre
"42,618']",Colorado Rockies,1,6,0,https://www.baseball-reference.com/boxes/SLN/SLN201605180.shtml,"Wednesday, May 18, 2016",,: 2:54,"Night Game, on grass",St. Louis Cardinals,1,7,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Gary Cederstrom, 1B - Lance Barksdale, 2B - Jim Wolf, 3B - Adrian Johnson.</div><div><strong>Time of Game:</strong> 2:54.</div>
<div><strong>Attendance:</strong> 42,618.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 65&deg; F, Wind 7mph in from Leftfield, Sunny.</div>

    </div>

-->",Start Time: 7:16 p.m. Local,: Busch Stadium III
"23,518']",San Francisco Giants,0,4,2,https://www.baseball-reference.com/boxes/SDN/SDN201605180.shtml,"Wednesday, May 18, 2016",,: 2:33,"Night Game, on grass",San Diego Padres,1,4,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Bob Davidson, 1B - Lance Barrett, 2B - John Tumpane, 3B - Dale Scott.</div><div><strong>Time of Game:</strong> 2:33.</div>
<div><strong>Attendance:</strong> 23,518.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 62&deg; F, Wind 12mph out to Rightfield, Overcast.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Petco Park
"18,201']",Atlanta Braves,0,10,3,https://www.baseball-reference.com/boxes/PIT/PIT201605180.shtml,"Wednesday, May 18, 2016",,: 2:38,"Night Game, on grass",Pittsburgh Pirates,0,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Nauert, 1B - Chris Conroy, 2B - Jerry Meals, 3B - Ron Kulpa.</div><div><strong>Time of Game:</strong> 2:38.</div>
<div><strong>Attendance:</strong> 18,201.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 58&deg; F, Wind 4mph out to Centerfield.</div>

    </div>

-->",Start Time: 7:09 p.m. Local,: PNC Park
"29,579']",Miami Marlins,1,6,2,https://www.baseball-reference.com/boxes/PHI/PHI201605180.shtml,"Wednesday, May 18, 2016",,: 2:29,"Day Game, on grass",Philadelphia Phillies,0,8,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mark Ripperger, 1B - Joe West, 2B - Andy Fletcher, 3B - Toby Basner.</div><div><strong>Time of Game:</strong> 2:29.</div>
<div><strong>Attendance:</strong> 29,579.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 64&deg; F, Wind 9mph from Right to Left.</div>

    </div>

-->",Start Time: 1:08 p.m. Local,: Citizens Bank Park
"14,323']",Texas Rangers,0,4,1,https://www.baseball-reference.com/boxes/OAK/OAK201605180.shtml,"Wednesday, May 18, 2016",,: 2:31,"Day Game, on grass",Oakland Athletics,0,12,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jerry Layne, 1B - Hunter Wendelstedt, 2B - Gabe Morales, 3B - Scott Barry.</div><div><strong>Time of Game:</strong> 2:31.</div>
<div><strong>Attendance:</strong> 14,323.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 10mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 12:37 p.m. Local,: Oakland-Alameda County Coliseum
"30,100']",Washington Nationals,0,8,7,https://www.baseball-reference.com/boxes/NYN/NYN201605180.shtml,"Wednesday, May 18, 2016",,: 3:42,"Night Game, on grass",New York Mets,0,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Marvin Hudson, 1B - James Hoye, 2B - Chad Fairchild, 3B - Jim Joyce.</div><div><strong>Time of Game:</strong> 3:42.</div>
<div><strong>Attendance:</strong> 30,100.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 59&deg; F, Wind 10mph out to Leftfield.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Citi Field
"31,212']",Chicago Cubs,1,10,2,https://www.baseball-reference.com/boxes/MIL/MIL201605180.shtml,"Wednesday, May 18, 2016",,: 5:00,"Night Game, on grass",Milwaukee Brewers,1,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - David Rackley, 1B - Larry Vanover, 2B - Alfonso Marquez, 3B - Chris Guccione.</div><div><strong>Time of Game:</strong> 5:00.</div>
<div><strong>Attendance:</strong> 31,212.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Miller Park
"23,739']",Boston Red Sox,0,10,5,https://www.baseball-reference.com/boxes/KCA/KCA201605182.shtml,"Wednesday, May 18, 2016",,: 3:06,"Night Game, on grass",Kansas City Royals,0,6,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Pat Hoberg, 1B - Todd Tichenor, 2B - Bill Miller, 3B - Clint Fagan.</div><div><strong>Time of Game:</strong> 3:06.</div>
<div><strong>Attendance:</strong> 23,739.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 66&deg; F, Wind 6mph in from Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: Kauffman Stadium
"33,613']",Boston Red Sox,0,9,2,https://www.baseball-reference.com/boxes/KCA/KCA201605181.shtml,"Wednesday, May 18, 2016",,: 2:23,"Day Game, on grass",Kansas City Royals,0,5,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Brian Knight, 1B - Clint Fagan, 2B - Todd Tichenor, 3B - Bill Miller.</div><div><strong>Time of Game:</strong> 2:23.</div>
<div><strong>Attendance:</strong> 33,613.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 65&deg; F, Wind 4mph in from Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 1:16 p.m. Local,: Kauffman Stadium
"29,035']",Minnesota Twins,3,7,3,https://www.baseball-reference.com/boxes/DET/DET201605180.shtml,"Wednesday, May 18, 2016",,: 2:57,"Day Game, on grass",Detroit Tigers,0,13,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ben May, 1B - Cory Blaser, 2B - Doug Eddings, 3B - Jeff Nelson.</div><div><strong>Time of Game:</strong> 2:57.</div>
<div><strong>Attendance:</strong> 29,035.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 62&deg; F, Wind 10mph from Left to Right, Sunny.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Comerica Park
"22,815']",Cleveland Indians,0,10,8,https://www.baseball-reference.com/boxes/CIN/CIN201605180.shtml,"Wednesday, May 18, 2016",,: 4:21,"Night Game, on grass",Cincinnati Reds,2,10,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tim Timmons, 1B - Ryan Blakney, 2B - Paul Emmel, 3B - Mike Everitt.</div><div><strong>Time of Game:</strong> 4:21.</div>
<div><strong>Attendance:</strong> 22,815.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 66&deg; F, Wind 6mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Great American Ball Park
"14,936']",Houston Astros,0,13,5,https://www.baseball-reference.com/boxes/CHA/CHA201605180.shtml,"Wednesday, May 18, 2016",,: 2:57,"Night Game, on grass",Chicago White Sox,0,10,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dan Bellino, 1B - Adam Hamari, 2B - Tom Hallion, 3B - Tony Randazzo.</div><div><strong>Time of Game:</strong> 2:57.</div>
<div><strong>Attendance:</strong> 14,936.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 57&deg; F, Wind 11mph in unknown direction, Sunny.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: U.S. Cellular Field
"21,167']",Seattle Mariners,1,7,2,https://www.baseball-reference.com/boxes/BAL/BAL201605180.shtml,"Wednesday, May 18, 2016",,: 2:59,"Night Game, on grass",Baltimore Orioles,0,8,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Rob Drake, 1B - Carlos Torres, 2B - Sam Holbrook, 3B - Gerry Davis.</div><div><strong>Time of Game:</strong> 2:59.</div>
<div><strong>Attendance:</strong> 21,167.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 63&deg; F, Wind 7mph in from Centerfield.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Oriole Park at Camden Yards
"32,191']",New York Yankees,0,11,4,https://www.baseball-reference.com/boxes/ARI/ARI201605180.shtml,"Wednesday, May 18, 2016",,: 3:12,"Night Game, on grass",Arizona Diamondbacks,0,2,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jim Reynolds, 1B - Nic Lentz, 2B - CB Bucknor, 3B - Fieldin Culbreth.</div><div><strong>Time of Game:</strong> 3:12.</div>
<div><strong>Attendance:</strong> 32,191.</div>
<div><strong>Start Time Weather:</strong> 74&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 6:40 p.m. Local,: Chase Field
"44,006']",Los Angeles Dodgers,2,8,1,https://www.baseball-reference.com/boxes/ANA/ANA201605180.shtml,"Wednesday, May 18, 2016",,: 3:12,"Night Game, on grass",Los Angeles Angels of Anaheim,0,12,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ed Hickox, 1B - Mike Estabrook, 2B - Jordan Baker, 3B - Greg Gibson.</div><div><strong>Time of Game:</strong> 3:12.</div>
<div><strong>Attendance:</strong> 44,006.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 9mph out to Centerfield, Sunny.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Angel Stadium of Anaheim
"27,321']",Tampa Bay Rays,0,17,12,https://www.baseball-reference.com/boxes/TOR/TOR201605170.shtml,"Tuesday, May 17, 2016",,: 2:43,"Night Game, on turf",Toronto Blue Jays,2,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mark Wegner, 1B - Marty Foster, 2B - Mike Muchlinski, 3B - Mike Winters.</div><div><strong>Time of Game:</strong> 2:43.</div>
<div><strong>Attendance:</strong> 27,321.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Rogers Centre
"41,109']",Colorado Rockies,0,7,3,https://www.baseball-reference.com/boxes/SLN/SLN201605170.shtml,"Tuesday, May 17, 2016",,: 2:44,"Night Game, on grass",St. Louis Cardinals,1,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Adrian Johnson, 1B - Gary Cederstrom, 2B - Lance Barksdale, 3B - Jim Wolf.</div><div><strong>Time of Game:</strong> 2:44.</div>
<div><strong>Attendance:</strong> 41,109.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 52&deg; F, Wind 10mph from Right to Left, Overcast.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: Busch Stadium III
"24,433']",San Francisco Giants,1,10,5,https://www.baseball-reference.com/boxes/SDN/SDN201605170.shtml,"Tuesday, May 17, 2016",,: 2:47,"Night Game, on grass",San Diego Padres,1,5,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dale Scott, 1B - Bob Davidson, 2B - Lance Barrett, 3B - John Tumpane.</div><div><strong>Time of Game:</strong> 2:47.</div>
<div><strong>Attendance:</strong> 24,433.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 62&deg; F, Wind 5mph from Left to Right.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Petco Park
"19,400']",Atlanta Braves,3,15,9,https://www.baseball-reference.com/boxes/PIT/PIT201605170.shtml,"Tuesday, May 17, 2016",,: 3:36,"Night Game, on grass",Pittsburgh Pirates,1,21,12,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ron Kulpa, 1B - Paul Nauert, 2B - Chris Conroy, 3B - Jerry Meals.</div><div><strong>Time of Game:</strong> 3:36.</div>
<div><strong>Attendance:</strong> 19,400.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 4mph in from Leftfield.</div>

    </div>

-->",Start Time: 7:09 p.m. Local,: PNC Park
"18,140']",Miami Marlins,1,8,1,https://www.baseball-reference.com/boxes/PHI/PHI201605170.shtml,"Tuesday, May 17, 2016",,: 2:53,"Night Game, on grass",Philadelphia Phillies,0,6,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Toby Basner, 1B - Mark Ripperger, 2B - Joe West, 3B - Andy Fletcher.</div><div><strong>Time of Game:</strong> 2:53.</div>
<div><strong>Attendance:</strong> 18,140.</div>
<div><strong>Field Condition:</strong> Wet.</div>
<div><strong>Start Time Weather:</strong> 54&deg; F, Wind 3mph from Right to Left, Rain.</div>

    </div>

-->",Start Time: 7:08 p.m. Local,: Citizens Bank Park
"12,718']",Texas Rangers,0,15,5,https://www.baseball-reference.com/boxes/OAK/OAK201605170.shtml,"Tuesday, May 17, 2016",,: 2:45,"Night Game, on grass",Oakland Athletics,2,12,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Scott Barry, 1B - Jerry Layne, 2B - Hunter Wendelstedt, 3B - Gabe Morales.</div><div><strong>Time of Game:</strong> 2:45.</div>
<div><strong>Attendance:</strong> 12,718.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 76&deg; F, Wind 12mph from Right to Left, Sunny.</div>

    </div>

-->",Start Time: 7:07 p.m. Local,: Oakland-Alameda County Coliseum
"36,701']",Washington Nationals,0,5,0,https://www.baseball-reference.com/boxes/NYN/NYN201605170.shtml,"Tuesday, May 17, 2016",,: 2:32,"Night Game, on grass",New York Mets,0,4,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jim Joyce, 1B - Marvin Hudson, 2B - James Hoye, 3B - Chad Fairchild.</div><div><strong>Time of Game:</strong> 2:32.</div>
<div><strong>Attendance:</strong> 36,701.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 9mph out to Centerfield.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Citi Field
"24,361']",Chicago Cubs,0,3,2,https://www.baseball-reference.com/boxes/MIL/MIL201605170.shtml,"Tuesday, May 17, 2016",,: 2:10,"Night Game, on grass",Milwaukee Brewers,0,5,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Chris Guccione, 1B - David Rackley, 2B - Larry Vanover, 3B - Alfonso Marquez.</div><div><strong>Time of Game:</strong> 2:10.</div>
<div><strong>Attendance:</strong> 24,361.</div>
<div><strong>Start Time Weather:</strong> 66&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 7:12 p.m. Local,: Miller Park
"42,514']",Los Angeles Angels of Anaheim,1,4,1,https://www.baseball-reference.com/boxes/LAN/LAN201605170.shtml,"Tuesday, May 17, 2016",,: 2:12,"Night Game, on grass",Los Angeles Dodgers,0,13,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Greg Gibson, 1B - Ed Hickox, 2B - Mike Estabrook, 3B - Jordan Baker.</div><div><strong>Time of Game:</strong> 2:12.</div>
<div><strong>Attendance:</strong> 42,514.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 5mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Dodger Stadium
"25,215']",Boston Red Sox,2,8,4,https://www.baseball-reference.com/boxes/KCA/KCA201605170.shtml,"Tuesday, May 17, 2016",,: 2:54,"Night Game, on grass",Kansas City Royals,0,11,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Bill Miller, 1B - Brian Knight, 2B - Pat Hoberg, 3B - Todd Tichenor.</div><div><strong>Time of Game:</strong> 2:54.</div>
<div><strong>Attendance:</strong> 25,215.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 58&deg; F, Wind 10mph in from Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: Kauffman Stadium
